Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,18022022,582721270,0001941
Trade Date <18-FEB-2022>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,549,GICHSGFIN,EQ,92420,51349,55.56
20,550,GICL,SM,45000,37500,83.33
20,551,GICRE,EQ,204630,107967,52.76
20,552,GILLANDERS,EQ,9138,1428,15.63
20,553,GILLETTE,EQ,4598,3513,76.40
20,554,GINNIFILA,EQ,1157401,348271,30.09
20,555,GIPCL,EQ,170602,58335,34.19
20,556,GKWLIMITED,EQ,201,153,76.12
20,557,GLAND,EQ,389707,210906,54.12
20,558,GLAXO,EQ,20410,11305,55.39
20,559,GLENMARK,EQ,869786,82699,9.51
20,560,GLOBAL,EQ,9600,8170,85.10
20,561,GLOBE,EQ,760353,303507,39.92
20,562,GLOBUSSPR,EQ,109962,47747,43.42
20,563,GLS,EQ,56603,31790,56.16
20,564,GMBREW,EQ,36801,11013,29.93
20,565,GMDCLTD,EQ,3360515,992591,29.54
20,566,GMMPFAUDLR,EQ,18536,10312,55.63
20,567,GMRINFRA,EQ,8122542,2717743,33.46
20,568,GNA,EQ,42233,24409,57.80
20,569,GNFC,EQ,1288655,283456,22.00
20,570,GOACARBON,EQ,30430,15812,51.96
20,571,GOCLCORP,EQ,7304,5054,69.19
20,572,GOCOLORS,EQ,30979,10814,34.91
20,573,GODFRYPHLP,EQ,10500,1805,17.19
20,574,GODREJAGRO,EQ,63902,35945,56.25
20,575,GODREJCP,EQ,376013,214091,56.94
20,576,GODREJIND,EQ,274306,69481,25.33
20,577,GODREJPROP,EQ,929886,266535,28.66
20,578,GOKEX,EQ,243497,111670,45.86
20,579,GOKUL,EQ,111959,51838,46.30
20,580,GOLDBEES,EQ,4018280,2933676,73.01
20,581,GOLDENTOBC,EQ,5714,2975,52.07
20,582,GOLDIAM,EQ,49365,19695,39.90
20,583,GOLDSHARE,EQ,110654,76044,68.72
20,584,GOLDSTAR,SM,6000,6000,100.00
20,585,GOODYEAR,EQ,7425,5836,78.60
20,586,GPIL,EQ,134380,78836,58.67
20,587,GPPL,EQ,331536,99125,29.90
20,588,GPTINFRA,EQ,10795,7228,66.96
20,589,GRANULES,EQ,342473,74249,21.68
20,590,GRAPHITE,EQ,499215,145600,29.17
20,591,GRASIM,EQ,1200407,489505,40.78
20,592,GRAUWEIL,EQ,71650,50546,70.55
20,593,GRAVITA,EQ,242031,118749,49.06
20,594,GREAVESCOT,EQ,2594713,460880,17.76
20,595,GREENLAM,EQ,18343,10090,55.01
20,596,GREENPANEL,EQ,108652,47910,44.09
20,597,GREENPLY,EQ,182423,114089,62.54
20,598,GRINDWELL,EQ,211286,144405,68.35
20,599,GRINFRA,EQ,54831,23367,42.62
20,600,GROBTEA,EQ,156,82,52.56
20,601,GRPLTD,EQ,36222,18618,51.40
20,602,GRSE,EQ,71803,24801,34.54
20,603,GRWRHITECH,EQ,24488,18347,74.92
20,604,GSCLCEMENT,EQ,63452,34710,54.70
20,605,GSFC,EQ,904446,338371,37.41
20,606,GSPL,EQ,274043,64858,23.67
20,607,GTL,EQ,491446,301816,61.41
20,608,GTLINFRA,EQ,49453924,22013867,44.51
20,609,GTPL,EQ,34871,15655,44.89
20,610,GUFICBIO,EQ,143158,51130,35.72
20,611,GUJALKALI,EQ,178121,55152,30.96
20,612,GUJAPOLLO,EQ,4373,2464,56.35
20,613,GUJGASLTD,EQ,492094,146951,29.86
20,614,GULFOILLUB,EQ,107195,53754,50.15
20,615,GULFPETRO,EQ,26285,15907,60.52
20,616,GULPOLY,EQ,20401,11087,54.35
20,617,HAL,EQ,615088,252069,40.98
20,618,HAPPSTMNDS,EQ,123646,66611,53.87
20,619,HARRMALAYA,EQ,19917,9791,49.16
20,620,HATHWAY,EQ,5000108,3151451,63.03
20,621,HATSUN,EQ,24187,6030,24.93
20,622,HAVELLS,EQ,632744,244681,38.67
20,623,HBANKETF,EQ,2484,1207,48.59
20,624,HBLPOWER,EQ,805965,301549,37.41
20,625,HBSL,EQ,13172,7257,55.09
20,626,HCC,EQ,20841984,7625817,36.59
20,627,HCG,EQ,98868,50516,51.09
20,628,HCL-INSYS,EQ,411483,230183,55.94
20,629,HCLTECH,EQ,2166690,1186112,54.74
20,630,HDFC,EQ,3725963,2369826,63.60
20,631,HDFC,W3,27600,27000,97.83
20,632,HDFCAMC,EQ,139339,63746,45.75
20,633,HDFCBANK,EQ,3898064,2221655,56.99
20,634,HDFCLIFE,EQ,2613689,1292999,49.47
